dialogue,anger,disgust,fear,joy,neutral,sadness,surprise,loudness
I can't decide what movie to watch tonight. Any recommendations?,0.011511168,0.028761413,0.020734407,0.010330257,0.55963099,0.32787773,0.041154135,
The hiking trail was challenging but worth it for the view.,0.012754958,0.023729736,0.130463377,0.666218936,0.116380624,0.027374525,0.023077842,
Did you catch the latest TED Talk? It was thought-provoking.,0.011211632,0.006462715,0.005487035,0.168061852,0.211711496,0.004859544,0.592205703,
I'm thinking of adopting a healthier diet. Any favorite recipes?,0.006730214,0.016215963,0.007460699,0.457262129,0.446503252,0.036093134,0.029734567,
This coffee shop has the best cold brew. You should try it!,0.027618326,0.03278869,0.002305831,0.151683003,0.717608154,0.004835681,0.063160315,
The traffic jam is making me late. Can't catch a break today.,0.040340871,0.035379391,0.030389704,0.002698405,0.160633489,0.707700253,0.022857908,
I just started learning to play the guitar. It's harder than it looks!,0.073890232,0.262562811,0.02180429,0.006714317,0.04401705,0.063608818,0.52740252,
Did you hear that podcast about space exploration? Mind-blowing stuff.,0.005911446,0.008818633,0.009178654,0.05749229,0.079740606,0.002286672,0.836571693,
I'm planning a surprise party. Can you help with the arrangements?,0.006629879,0.000834946,0.002833235,0.282327801,0.036087833,0.005638789,0.665647507,
The new art gallery downtown is showcasing some incredible talent.,0.00880607,0.008499294,0.008888893,0.546248972,0.178504691,0.005222636,0.243829414,
Have you ever been to a comedy club? Laughter is the best medicine!,0.018853439,0.046516009,0.002325929,0.672833681,0.210015014,0.006483915,0.042971961,
The new fitness trend is all about functional training. Have you tried it?,0.007047081,0.008324418,0.003224171,0.00887254,0.917285621,0.005137758,0.050108366,
I'm redecorating my place. Any interior design tips?,0.056509562,0.402689308,0.019517515,0.004382439,0.358383089,0.126635104,0.031883057,
That movie was so intense. I couldn't look away for a second!,0.325266421,0.201526195,0.121453471,0.010886933,0.031337589,0.030737931,0.278791457,
I'm volunteering at the local animal shelter. It's rewarding.,0.000965714,0.005272984,0.000911212,0.985149026,0.003045239,0.003450208,0.001205683,
Have you ever been on a hot air balloon ride? It's on my wishlist.,0.005576564,0.004478407,0.007353719,0.051607907,0.538446665,0.015982287,0.376554489,
I just started a podcast. What topics do you think would be interesting?,0.018049989,0.005688501,0.008217393,0.078295581,0.654359162,0.005127074,0.230262324,
The weather forecast says it'll snow tomorrow. Ready for winter?,0.014632324,0.010346887,0.027009273,0.00984563,0.741505146,0.152713627,0.043947089,
I'm trying to cut down on caffeine. Any alternatives you recommend?,0.007203739,0.012790375,0.007595789,0.005970745,0.918265641,0.031605139,0.016568536,
That new restaurant has the best dessert menu. Let's try it together.,0.007532162,0.007310231,0.001588331,0.063375406,0.88937217,0.003443032,0.027378613,
I can't believe how fast technology is advancing. It's both exciting and scary.,0.003453686,0.003690891,0.878959835,0.012104348,0.012742977,0.001752421,0.087295964,
Did you see the latest documentary about environmental issues? Eye-opening.,0.008068523,0.048933417,0.008458991,0.147654906,0.20939976,0.013312303,0.564172089,
I'm going on a road trip. Any must-visit places along the way?,0.012888257,0.011208142,0.052945465,0.016080949,0.720047593,0.008489891,0.178339645,
The company's team-building exercises are always so much fun!,0.001404407,0.001141412,0.00041299,0.977573156,0.011886653,0.001592049,0.005989314,
I'm attending a cooking class. What's your signature dish?,0.012947515,0.015501359,0.021220803,0.08142139,0.360114187,0.003214286,0.505580485,
The latest fashion trends are interesting. Do you keep up with them?,0.006348462,0.006401019,0.003421314,0.007596188,0.665279567,0.005801324,0.305152118,
I just finished a book that left me speechless. Ever had that experience?,0.00853711,0.005357964,0.236819506,0.006100287,0.026430843,0.002768714,0.713985562,
I'm thinking of starting a blog. Any advice for a beginner?,0.016294612,0.014868195,0.504990995,0.160587445,0.236357942,0.026082164,0.040818729,
That new hiking trail is challenging but offers stunning views. Wanna join?,0.008108142,0.003405226,0.065594457,0.21675083,0.44522056,0.012072682,0.248848066,
The gym was packed today. New Year's resolutions in full swing!,0.024482615,0.003634276,0.002310991,0.32857123,0.082799457,0.027743284,0.530458152,
I just learned a magic trick. Want to see me perform it?,0.042930543,0.019830484,0.029600313,0.06912256,0.610367417,0.022656618,0.205492094,
"The traffic signals are out, and it's chaos. How do you navigate this?",0.252056122,0.247291207,0.069096833,0.002761367,0.31381017,0.042072229,0.072912127,
I'm considering a career change. Ever been through that process?,0.007061068,0.005709825,0.843141496,0.037157241,0.027637631,0.058325563,0.020967145,
This new gadget makes life so much easier. Have you tried it yet?,0.007971912,0.005000202,0.00222758,0.134737924,0.66765219,0.007229158,0.175181016,
"The concert tickets were expensive, but totally worth it. Incredible performance!",0.003968387,0.001666375,0.003379444,0.794945121,0.031761173,0.004928062,0.159351468,
I'm taking up painting. Any tips for a beginner artist?,0.016939746,0.019540088,0.200188234,0.070689395,0.625468016,0.016811484,0.050362986,
I just ran my first 5K. The feeling of accomplishment is surreal.,0.003664271,0.008403706,0.108589709,0.080787882,0.025209609,0.003625616,0.769719243,
Have you ever been to a wine tasting event? It's quite an experience.,0.00378177,0.031987686,0.023890145,0.383022875,0.098526523,0.005074611,0.453716278,
The city skyline at night is breathtaking. Have you seen it from this viewpoint?,0.008532072,0.003516323,0.833773553,0.009293824,0.042509992,0.005180879,0.09719339,
I'm planning a weekend getaway. Any recommendations for a quiet retreat?,0.005406055,0.005629002,0.012375287,0.274480313,0.415870994,0.252456963,0.033781372,
I can't believe how fast time flies. What's your secret to making the most of it?,0.01730785,0.00543363,0.00467096,0.003359801,0.014635259,0.002578612,0.952013969,
This new restaurant serves cuisine from around the world. Let's try it out.,0.006957956,0.009543489,0.004620639,0.163702711,0.758033454,0.003529221,0.053612649,
I just bought a new camera. Ready for a photography adventure?,0.015073328,0.003782512,0.007385252,0.106399499,0.671963632,0.009571208,0.185824618,
The new technology conference is coming up. Are you attending?,0.011722039,0.00506876,0.008379074,0.105732121,0.385784507,0.010768136,0.472545356,
I'm attempting a DIY home improvement project. Wish me luck!,0.003461107,0.001374486,0.023446552,0.832463086,0.067906439,0.027476469,0.043871924,
Did you see the latest superhero movie? The special effects were amazing.,0.007126242,0.005145752,0.003139327,0.16068238,0.106658362,0.005101334,0.71214664,
I'm learning to play chess. Any strategies you can share?,0.00832417,0.004891318,0.012855698,0.064466491,0.852630854,0.006993223,0.049838211,
The traffic is unbearable today. How do you stay patient in situations like this?,0.101326801,0.485106558,0.132178277,0.002031881,0.173339784,0.079169273,0.026847472,
I just finished a book that changed my perspective. Ever had that experience?,0.014876188,0.018241553,0.019146446,0.022883426,0.349280119,0.007753009,0.567819297,
I'm organizing a game night. Are you in?,0.027558187,0.010232197,0.041677121,0.04942628,0.592139125,0.0166838,0.262283266,
That new restaurant has a unique fusion menu. Let's check it out together.,0.00622266,0.005237417,0.002061431,0.073994689,0.869101882,0.003059479,0.040322453,
I'm thinking of joining a hiking club. Know of any good ones?,0.00842259,0.00714682,0.031764563,0.720533013,0.132010818,0.024117101,0.076005049,
The weather is perfect for a barbecue. Want to join us this weekend?,0.004458208,0.004253577,0.00173544,0.570798457,0.382034063,0.007502049,0.02921823,
I just watched a documentary about space exploration. Fascinating stuff.,0.009593445,0.444482684,0.019883428,0.375779182,0.086150587,0.00530117,0.058809519,
I'm starting a fitness challenge. Care to join and keep each other motivated?,0.043719579,0.005460931,0.069895267,0.089522682,0.684772909,0.014299467,0.092329115,
Have you ever tried rock climbing? It's an incredible workout.,0.011160295,0.01162413,0.046469498,0.180299371,0.2408133,0.015401922,0.494231552,
The new museum exhibit is getting rave reviews. Interested in going?,0.014249648,0.007989369,0.008510866,0.567169845,0.155172393,0.003623866,0.243284002,
I'm planning a camping trip. Know any great spots?,0.011583979,0.003295362,0.071118213,0.483646959,0.320668608,0.038228691,0.071458258,
Did you hear that podcast on personal development? It's inspiring.,0.004501985,0.0088856,0.006875174,0.391586393,0.09942317,0.004836076,0.483891577,
I'm attempting to cook a gourmet meal. Hope it turns out well!,0.001511673,0.000709015,0.000897175,0.95476532,0.027460529,0.002007424,0.012648933,
The traffic on Monday mornings is always a nightmare. How do you cope?,0.009051465,0.008909198,0.933250904,0.001076699,0.026512627,0.013173604,0.008025542,
I just finished a puzzle. It was more challenging than I expected!,0.040872712,0.021008072,0.014974314,0.077419542,0.040881611,0.009397403,0.795446396,
I'm considering getting a pet. Any advice on choosing the right one?,0.01002585,0.015260178,0.364649296,0.326550752,0.142246887,0.094382681,0.046884369,
The sunrise from my balcony is breathtaking. You should see it sometime.,0.04288746,0.013641989,0.072317123,0.479848057,0.182918295,0.022171382,0.186215624,
I'm attending a photography workshop. Excited to improve my skills.,0.002017688,0.000781679,0.020406371,0.966376841,0.00156848,0.00233368,0.006515285,
Did you see the latest technology gadget? It's a game-changer.,0.011839671,0.00733271,0.003577616,0.050712638,0.095437087,0.003340781,0.827759445,
I'm volunteering at a charity event this weekend. Care to join?,0.002823388,0.003039855,0.002574621,0.948613465,0.022867694,0.003411553,0.01666956,
I just started a book club. Interested in joining the discussions?,0.013110388,0.007589017,0.043377005,0.392631173,0.189462066,0.012680588,0.341149747,
The new hiking trail is quite rugged. Up for the challenge?,0.01895385,0.031306833,0.049744342,0.008637163,0.779421687,0.01782902,0.094107032,
I'm taking up gardening. Any tips for a novice gardener?,0.014336494,0.010117595,0.084198855,0.069551431,0.743556857,0.018976266,0.059262432,
Did you see the latest Marvel movie? The action scenes were epic.,0.009135691,0.007490415,0.00366164,0.162196457,0.43026039,0.011681526,0.375573933,
I'm thinking of organizing a weekend beach cleanup. Want to contribute?,0.035483129,0.022217425,0.028463434,0.293313146,0.536600769,0.041838787,0.042083293,
The city's food festival is coming up. We should try different cuisines.,0.011189059,0.019084141,0.022834916,0.119523592,0.764273286,0.013205131,0.049889818,
I just bought a telescope. Ready for some stargazing?,0.011254873,0.004005362,0.002885808,0.028113527,0.886559188,0.006218398,0.060962901,
I'm joining a language exchange program. Interested in learning together?,0.001768853,0.000675518,0.008055017,0.972679317,0.0031886,0.002420278,0.011212512,
The weekend getaway was refreshing. Have you been on one lately?,0.001539529,0.00243421,0.000702468,0.88603133,0.084651127,0.006351428,0.018289791,
I'm attending a mindfulness retreat. Need a break from the hustle.,0.004531247,0.008923439,0.010434463,0.003646178,0.035456076,0.932731986,0.004276616,
Did you see that documentary on artificial intelligence? It's mind-boggling.,0.017985821,0.085132159,0.016567869,0.004909978,0.031192141,0.003709215,0.840502799,
I'm considering a digital detox. How do you disconnect from screens?,0.013024491,0.019587174,0.786295831,0.011286134,0.086327501,0.067914188,0.015564688,
The traffic during rush hour is unbearable. How do you navigate it?,0.089194097,0.507335603,0.158322588,0.002644827,0.110485233,0.109344974,0.022672659,
I just finished a DIY home improvement project. Proud of the result!,0.004035407,0.002431478,0.000398872,0.972008705,0.009563123,0.001177297,0.010385163,
I'm planning a road trip. Any scenic routes you recommend?,0.018471751,0.005814604,0.233322412,0.432925105,0.227278471,0.033412162,0.048775468,
The new fitness trend is high-intensity interval training. Have you tried it?,0.006190764,0.008135234,0.005361028,0.003825908,0.914300144,0.00992259,0.052264217,
I'm taking a cooking class. Any favorite recipes you'd recommend?,0.00384158,0.003590204,0.008015963,0.801836848,0.142657444,0.006821309,0.033236608,
Did you see the latest series on streaming? It's binge-worthy.,0.008605615,0.00625303,0.001366127,0.229787976,0.571813941,0.006729664,0.175443649,
I'm joining a hiking group. Ready to explore some trails?,0.006035348,0.001017118,0.027952917,0.838462353,0.048588973,0.012994406,0.064948827,
The latest technology trends are intriguing. Do you keep up with them?,0.007213557,0.006691308,0.011944022,0.004490869,0.764796972,0.002633595,0.202229708,
I just completed a coding challenge. Feeling accomplished!,0.002896966,0.000993054,0.000497664,0.967388749,0.00671029,0.001275648,0.020237546,
I'm planning a weekend ski trip. Are you a fan of winter sports?,0.007592249,0.003195641,0.022337563,0.823643744,0.071871243,0.037931841,0.033427674,
Did you hear that podcast on mental health? It's important to talk about.,0.01021166,0.028657328,0.006694735,0.038964417,0.73126936,0.012527503,0.171674982,
I'm attending a wine tasting event. Interested in joining me?,0.002052861,0.001318112,0.005906868,0.958701134,0.002681746,0.003038715,0.02630052,
The city's art scene is vibrant. Let's explore some galleries.,0.003353391,0.009153664,0.001387086,0.648276091,0.323729813,0.004731599,0.009368308,
I just tried a new workout routine. It's challenging but effective.,0.00765074,0.022818223,0.008439453,0.276951462,0.628608525,0.014440209,0.041091327,
I'm organizing a game night. Can I count you in?,0.035584833,0.020314662,0.041079644,0.04100338,0.640907466,0.03215475,0.188955322,
Did you see the latest documentary on climate change? Eye-opening.,0.0059175,0.032136276,0.008274126,0.205625817,0.141557455,0.010395078,0.596093774,
I'm taking up kayaking. Any tips for a beginner?,0.014064728,0.013658366,0.435203195,0.036919378,0.443047523,0.020069452,0.037037402,
The traffic is a nightmare during festivals. How do you deal with it?,0.048337497,0.091963299,0.683543265,0.002433121,0.110369422,0.021070028,0.042283453,
I just finished a book that left me reflecting. Ever had that experience?,0.006982268,0.015603987,0.007907541,0.106880277,0.556865036,0.017982539,0.287778348,
I'm considering a career shift. Any advice on making the transition?,0.005940863,0.005731745,0.820838153,0.049984712,0.037553731,0.065591082,0.014359713,
The new restaurant has a unique fusion menu. Let's check it out.,0.005836267,0.005727634,0.001768006,0.102150001,0.843285918,0.002660458,0.038571667,
I'm planning a weekend camping trip. Know any scenic spots?,0.010602716,0.002792658,0.060263451,0.635655999,0.175727904,0.051475022,0.06348224,
Did you hear that podcast on self-improvement? It's motivating.,0.0198215,0.021686757,0.003572299,0.231425896,0.547294915,0.007586659,0.168611974,
I'm joining a photography club. Ready to capture some moments?,0.003719206,0.000876078,0.03929444,0.906672776,0.008191308,0.006342336,0.034903865,
I just watched a documentary on space exploration. Fascinating stuff.,0.009395202,0.402869642,0.021959366,0.405143917,0.08845228,0.00539208,0.066787586,
I'm starting a fitness challenge. Want to join and stay accountable?,0.069475539,0.005065772,0.318167955,0.039081033,0.441755623,0.028596733,0.097857364,
